Date,adjclose,predictions
2023-01-14,136.7100067138672,136.70583
2023-01-15,136.7100067138672,136.70583
2023-01-16,136.7100067138672,136.70583
2023-01-17,136.7100067138672,136.70583
2023-01-18,136.7100067138672,136.70583
2023-01-19,136.7100067138672,136.70583
2023-01-20,136.7100067138672,136.70583
