Date,forecast
2023-01-14,132.17825256084765
2023-01-15,132.17825256084765
2023-01-16,132.17825256084765
2023-01-17,132.17825256084765
2023-01-18,132.17825256084765
2023-01-19,132.17825256084765
2023-01-20,132.17825256084765
