Date,adjclose,predictions
2023-01-17,98.12000274658203,96.86178
2023-01-18,98.12000274658203,96.86178
2023-01-19,98.12000274658203,96.86178
2023-01-20,98.12000274658203,96.86178
2023-01-21,98.12000274658203,96.86178
2023-01-22,98.12000274658203,96.86178
2023-01-23,98.12000274658203,96.86178
