Date,forecast
2023-01-17,235.30212577950388
2023-01-18,235.30212577950388
2023-01-19,235.30212577950388
2023-01-20,235.30212577950388
2023-01-21,235.30212577950388
2023-01-22,235.30212577950388
2023-01-23,235.30212577950388
