Date,adjclose,predictions
2023-01-14,133.41000366210938,132.65785
2023-01-15,133.41000366210938,132.65785
2023-01-16,133.41000366210938,132.65785
2023-01-17,133.41000366210938,132.65785
2023-01-18,133.41000366210938,132.65785
2023-01-19,133.41000366210938,132.65785
2023-01-20,133.41000366210938,132.65785
