Date,adjclose,predictions
2023-01-17,239.22999572753906,232.40436
2023-01-18,239.22999572753906,232.40436
2023-01-19,239.22999572753906,232.40436
2023-01-20,239.22999572753906,232.40436
2023-01-21,239.22999572753906,232.40436
2023-01-22,239.22999572753906,232.40436
2023-01-23,239.22999572753906,232.40436
